"xpts" "ypts" "zpts"
5.39213473458209 26.7812116432807 -1.19001655124616
1.15308473458209 7.7690616432807 9.52536044875384
-2.85046426541791 -13.5650643567193 11.5271464487538
-2.61496126541791 -14.1815033567193 8.58334744875384
-3.91022726541791 -19.3883133567193 5.33010144875384
-4.02797426541791 -20.8789673567193 -0.247999551246159
-2.26170226541791 -19.8592913567193 -5.78649055124616
-3.32146526541791 -14.3249893567193 -7.72653055124616
-1.55520526541791 -10.6746983567193 -11.9124435512462
1.38858373458209 9.3430396432807 -10.2372465512462
2.34116397227575 -0.593405264348247 2.74553731559047
-2.4939679507151 4.175467246409 2.38371971194466
-4.07389333683204 -6.4065639357199 -5.58832374040256
3.01862857911154 15.8381988549533 -5.61350037332803
-3.30215178528852 -0.109928798493791 5.32713451298676
-2.55723096345889 -0.556444071198022 -5.51956127630812
4.40511099049369 9.20848102515916 -3.4734442809699
2.08274720104875 11.6351256339267 -7.43415403289105
0.295262845960411 -2.03561740602036 -9.54074107822651
4.13092251191244 20.1534037543918 -3.56051575676443
2.86519335082899 15.6271681773243 4.65569694266471
0.720525525905032 6.57477863533695 7.85405207417397
0.636459886341781 -10.4440753148004 5.60399771663102
-4.77948624422942 -10.4728264202848 5.58224229385856
-4.3847628482714 -1.23518588433713 -0.429344380420827
-2.07850951979041 -11.3783922005364 -9.36568666431769
3.34856901770219 4.51150846664016 3.87735282741666
-0.777819395113941 -6.92757350278321 -10.1101115075985
1.90353836844115 -6.60961396801896 0.464380830866039
-2.0055832229658 -17.2004962344203 -5.44810849714657
0.656522803229397 15.9454441411425 -0.350851420478656
-2.50806707121132 -15.0078962740083 6.79043260014757
5.25854344312365 15.0150575678605 -0.772525986957197
-0.353924872267546 -17.4088499401113 3.31482230660043
-0.917442109772392 9.85596754723932 2.05396313926215
-4.22340529349786 -5.23295026210764 5.42968739917124
3.66729540594553 20.2181058354343 1.97200054158433
-0.673657205872458 -19.6519903585375 -1.16862793510979
-0.502638131036216 10.8481029935309 -3.26686372660953
3.00590406849932 -1.56433190719008 -3.78529035921637
1.62113705450812 -6.52826090896156 -5.24245822091792
-2.37749647213141 -11.4695288169846 10.6437284662401
-4.95591174775571 -12.4429232982735 -4.18911855488564
4.20905545329004 9.80360629603992 1.97239454722851
-4.53496725771757 -18.9672904050024 3.86304467539275
1.67436787580217 10.8766031892868 6.20779153705854
1.08265552817843 2.70582310154258 -8.84685685127476
-2.00728599226484 5.12748917723864 -3.67303586463769
-1.09552166887567 -2.36925112421002 10.5285447302209
-5.55291293524012 -7.87882186676318 0.0504595893680201
3.89751307290296 3.89636637520091 -2.44787807410568
1.30572669212147 7.19315306623641 -8.3780743662499
-4.88867284979633 -19.1197347483586 -1.59634945487653
-1.64015114931542 -7.14256114982274 10.6089042473935
0.156188552853342 2.09327549275363 9.07232890778399
1.4903285570728 -4.61821048450739 6.42560579564048
4.88683643884534 24.1996316990772 -1.07473675797765
-5.9622328153242 -14.21626149402 1.41710796046893
0.815340070058807 -12.8080260438589 -0.0284660075654488
0.625166904665964 -11.997743057325 -5.2869216535295
